BASKET_NUM,HSHD_NUM,PURCHASE_,PRODUCT_NUM,SPEND,UNITS,STORE_R,WEEK_NUM,YEAR
5615,4878,2-Oct-18,5242062,1.99,1,EAST,39,2018
5615,4878,2-Oct-18,81269,2.5,1,EAST,39,2018
5622,4607,2-Oct-18,5291235,4.49,1,WEST,39,2018
5623,242,2-Oct-18,918870,2.59,1,EAST,39,2018
5624,4453,2-Oct-18,102164,4.49,1,SOUTH,39,2018
5628,210,2-Oct-18,8493,0.49,1,EAST,39,2018
5628,210,2-Oct-18,101651,1.99,1,EAST,39,2018
5628,210,2-Oct-18,5091590,3.29,1,EAST,39,2018
5628,210,2-Oct-18,136522,4.99,1,EAST,39,2018
5638,2575,2-Oct-18,315732,2,2,WEST,39,2018
5645,1308,2-Oct-18,5472014,11.99,1,SOUTH,39,2018
5650,117,1-Oct-18,4605023,0.69,1,EAST,39,2018
5653,991,1-Oct-18,102959,2.69,1,EAST,39,2018
5653,991,1-Oct-18,102540,3.58,2,EAST,39,2018
5677,2756,1-Oct-18,668086,16.85,5,CENTRAL,39,2018
5680,2260,1-Oct-18,9059,1.04,1,WEST,39,2018
5692,4159,2-Oct-18,750026,1.99,1,SOUTH,39,2018
5692,4159,2-Oct-18,84882,2.29,1,SOUTH,39,2018
5692,4159,2-Oct-18,4829540,4.74,1,SOUTH,39,2018
5693,4264,2-Oct-18,3974208,1.79,1,EAST,39,2018
5715,2442,2-Oct-18,536293,1.99,1,WEST,39,2018
5729,3214,2-Oct-18,761347,5.49,1,SOUTH,39,2018
5731,2617,2-Oct-18,777679,3.49,1,WEST,39,2018
5733,2617,2-Oct-18,3740445,1,1,WEST,39,2018
5739,3603,2-Oct-18,436863,1.49,1,SOUTH,39,2018
5739,3603,2-Oct-18,5057301,2.55,1,SOUTH,39,2018
5747,984,2-Oct-18,191409,1.29,1,EAST,39,2018
5759,2391,2-Oct-18,5766487,1,1,WEST,39,2018
5759,2391,2-Oct-18,4659729,10.39,1,WEST,39,2018
5761,3314,3-Oct-18,93665,3.48,2,SOUTH,39,2018
5771,3672,3-Oct-18,32747,1.55,1,EAST,39,2018
5775,2638,3-Oct-18,75601,12.58,2,WEST,39,2018
5776,2189,3-Oct-18,2582776,1.49,1,EAST,39,2018
5776,2189,3-Oct-18,1360363,3.53,1,EAST,39,2018
5782,2541,3-Oct-18,6751416,0.9,1,WEST,39,2018
5791,1797,3-Oct-18,8490,1.78,2,CENTRAL,39,2018
5798,1195,3-Oct-18,5319985,5.19,1,EAST,39,2018
5802,1809,3-Oct-18,74509,3.99,1,SOUTH,39,2018
5805,4879,3-Oct-18,6656416,15.59,1,CENTRAL,39,2018
5808,794,3-Oct-18,4987673,1.99,1,CENTRAL,39,2018
5808,794,3-Oct-18,5906719,12.99,1,CENTRAL,39,2018
5814,4005,3-Oct-18,6218360,1.34,1,WEST,39,2018
5820,3809,3-Oct-18,101328,3.39,1,CENTRAL,39,2018
5821,1729,3-Oct-18,6746689,2.99,1,CENTRAL,39,2018
5828,151,3-Oct-18,4382757,9.99,1,EAST,39,2018
5837,3993,3-Oct-18,6115186,4.39,1,WEST,39,2018
5838,2844,3-Oct-18,5313708,2.49,1,CENTRAL,39,2018
5845,3105,3-Oct-18,8471,3.96,4,SOUTH,39,2018
5845,3105,3-Oct-18,100940,5.98,2,SOUTH,39,2018
5853,839,3-Oct-18,4333169,3.49,1,EAST,39,2018
5854,3004,3-Oct-18,1082147,10,3,SOUTH,39,2018
5858,2762,3-Oct-18,3792748,1.5,1,WEST,39,2018
5864,1916,3-Oct-18,512444,2.29,1,WEST,39,2018
5866,3603,3-Oct-18,3781030,1.21,1,SOUTH,39,2018
5868,4816,3-Oct-18,87928,1.69,1,WEST,39,2018
5887,2986,4-Oct-18,4825125,1.69,1,SOUTH,39,2018
5893,2406,3-Oct-18,778621,1.12,1,WEST,39,2018
5906,1165,4-Oct-18,4417838,2.58,2,EAST,39,2018
5908,3687,4-Oct-18,277345,2.79,1,SOUTH,39,2018
5933,4037,4-Oct-18,5558513,5.99,1,EAST,39,2018
5940,812,4-Oct-18,5147837,2.99,1,CENTRAL,39,2018
5943,3445,4-Oct-18,1091382,3.52,4,SOUTH,39,2018
5952,982,5-Oct-18,257239,4.39,1,EAST,39,2018
5963,991,5-Oct-18,87867,6.29,1,EAST,39,2018
5981,4037,5-Oct-18,678724,1.89,1,EAST,39,2018
5985,1904,5-Oct-18,2679269,0.88,1,EAST,39,2018
5985,1904,5-Oct-18,5748202,2.39,1,EAST,39,2018
5991,1748,5-Oct-18,6746574,1.79,1,WEST,39,2018
5994,2572,5-Oct-18,1411513,9.4,1,WEST,39,2018
5997,482,5-Oct-18,392869,0.99,1,CENTRAL,39,2018
6012,1251,4-Oct-18,513984,19.98,2,EAST,39,2018
6013,3486,3-Oct-18,6760162,8.99,1,SOUTH,39,2018
6016,3523,4-Oct-18,72695,5.49,1,SOUTH,39,2018
6043,60,4-Oct-18,94956,3.19,1,EAST,39,2018
6053,3889,4-Oct-18,98746,1.29,1,SOUTH,39,2018
6059,3687,5-Oct-18,99397,2.29,1,SOUTH,39,2018
6059,3687,5-Oct-18,5938360,5.49,1,SOUTH,39,2018
6061,3022,5-Oct-18,5684799,4,4,SOUTH,39,2018
6061,3022,5-Oct-18,266684,2.98,2,SOUTH,39,2018
6070,1631,5-Oct-18,788162,2,2,WEST,39,2018
6072,2004,5-Oct-18,6791944,3.99,1,EAST,39,2018
6073,514,5-Oct-18,102661,7.98,2,CENTRAL,39,2018
6074,2077,5-Oct-18,6633856,1.68,1,EAST,39,2018
6075,3893,5-Oct-18,94719,0.69,1,SOUTH,39,2018
6076,3274,5-Oct-18,6720269,6.99,1,SOUTH,39,2018
6077,4857,5-Oct-18,392869,1.98,2,CENTRAL,39,2018
6088,2175,4-Oct-18,811447,0.75,1,WEST,39,2018
6088,2175,4-Oct-18,571063,2.39,1,WEST,39,2018
6090,1647,5-Oct-18,4005280,10.99,1,WEST,39,2018
6094,1241,5-Oct-18,9176,0.4,1,EAST,39,2018
6094,1241,5-Oct-18,101341,2.99,1,EAST,39,2018
6096,2420,5-Oct-18,415121,3,4,WEST,39,2018
6103,2617,5-Oct-18,32767,3.1,1,WEST,39,2018
6106,4249,5-Oct-18,778403,1,1,EAST,39,2018
6106,4249,5-Oct-18,6083914,2.73,2,EAST,39,2018
6109,3205,5-Oct-18,8487,2.37,3,SOUTH,39,2018
6116,3889,6-Oct-18,102349,7.98,2,SOUTH,39,2018
6121,1895,6-Oct-18,8950,3.01,1,EAST,39,2018
6140,136,5-Oct-18,6241475,3.99,1,EAST,39,2018
6142,4603,5-Oct-18,1221043,17.98,2,WEST,39,2018
6151,1270,6-Oct-18,85893,4.78,2,CENTRAL,39,2018
6163,438,6-Oct-18,5272085,12.98,2,CENTRAL,39,2018
6165,1470,6-Oct-18,85894,5.38,2,CENTRAL,39,2018
6170,4604,6-Oct-18,2803643,6.29,1,WEST,39,2018
6171,3003,6-Oct-18,6856328,2,1,CENTRAL,39,2018
6176,2004,6-Oct-18,288768,0.89,1,EAST,39,2018
6201,3603,6-Oct-18,93533,1.99,1,SOUTH,39,2018
6205,361,6-Oct-18,94024,2.79,1,SOUTH,39,2018
6214,1433,6-Oct-18,101684,3.99,1,WEST,39,2018
6222,2291,6-Oct-18,1385852,12.21,2,SOUTH,39,2018
6226,2575,7-Oct-18,4664696,1.99,1,WEST,40,2018
6229,2433,7-Oct-18,6083956,1.99,1,WEST,40,2018
6230,2512,7-Oct-18,894238,1.33,4,WEST,40,2018
6235,2322,7-Oct-18,1406593,21.64,3,WEST,40,2018
6238,1195,7-Oct-18,6012450,1.25,1,EAST,40,2018
6239,3582,7-Oct-18,93187,3.52,4,SOUTH,40,2018
6248,459,7-Oct-18,5443616,1.49,1,CENTRAL,40,2018
6248,459,7-Oct-18,6606855,2.5,1,CENTRAL,40,2018
6249,2874,6-Oct-18,653279,3.49,1,CENTRAL,39,2018
6263,2710,6-Oct-18,1432069,5.38,1,WEST,39,2018
6281,2406,6-Oct-18,8440,2.37,1,WEST,39,2018
6282,4778,7-Oct-18,8485,3.38,2,WEST,40,2018
6282,4778,7-Oct-18,4153178,3.79,1,WEST,40,2018
6283,1885,7-Oct-18,6130640,3.79,1,SOUTH,40,2018
6312,1034,7-Oct-18,5176058,1,2,EAST,40,2018
6312,1034,7-Oct-18,709894,3,2,EAST,40,2018
6340,1748,7-Oct-18,920294,2,1,WEST,40,2018
6343,1080,7-Oct-18,6936491,4.08,1,EAST,40,2018
6346,1187,7-Oct-18,87697,2.99,1,EAST,40,2018
6355,2200,7-Oct-18,6875039,6.49,1,WEST,40,2018
6366,1441,7-Oct-18,5111299,8.99,1,WEST,40,2018
6370,3151,7-Oct-18,761319,2.99,1,SOUTH,40,2018
6370,3151,7-Oct-18,4978787,3.67,1,SOUTH,40,2018
6373,991,7-Oct-18,87681,6.29,1,EAST,40,2018
6385,1990,8-Oct-18,551072,1.79,1,CENTRAL,40,2018
6385,1990,8-Oct-18,2925900,2.99,1,CENTRAL,40,2018
6393,1034,8-Oct-18,71955,1,1,EAST,40,2018
6394,3247,8-Oct-18,6731479,6.99,1,SOUTH,40,2018
6398,1795,8-Oct-18,94300,0.67,2,WEST,40,2018
6398,1795,8-Oct-18,2267712,1.3,1,WEST,40,2018
6410,4745,7-Oct-18,5828479,5,2,WEST,40,2018
6410,4745,7-Oct-18,3966223,2.63,1,WEST,40,2018
6425,3214,8-Oct-18,5583566,6.99,1,SOUTH,40,2018
6437,4159,8-Oct-18,778617,1.67,1,SOUTH,40,2018
6437,4159,8-Oct-18,499330,4.79,1,SOUTH,40,2018
6438,4085,8-Oct-18,491617,1.79,1,CENTRAL,40,2018
6438,4085,8-Oct-18,6740704,3.34,1,CENTRAL,40,2018
6442,3551,8-Oct-18,5209069,3.29,1,SOUTH,40,2018
6447,4606,8-Oct-18,442128,1.49,1,WEST,40,2018
6448,1192,8-Oct-18,4832125,2.99,1,EAST,40,2018
6452,1082,8-Oct-18,88731,1.48,1,EAST,40,2018
6454,401,8-Oct-18,4604698,1.99,1,CENTRAL,40,2018
6463,3635,8-Oct-18,6450354,2.25,1,SOUTH,40,2018
6465,2639,8-Oct-18,72013,2.6,2,WEST,40,2018
6481,692,8-Oct-18,960647,3,1,CENTRAL,40,2018
6484,2175,8-Oct-18,6597379,6.99,1,WEST,40,2018
6491,4904,8-Oct-18,366275,3.49,1,CENTRAL,40,2018
6493,1748,8-Oct-18,5425203,4.99,1,WEST,40,2018
6503,3603,9-Oct-18,101687,2.49,1,SOUTH,40,2018
6504,2986,9-Oct-18,76851,2,2,SOUTH,40,2018
6504,2986,9-Oct-18,951343,5.99,1,SOUTH,40,2018
6513,1080,9-Oct-18,32788,3.08,1,EAST,40,2018
6518,3820,9-Oct-18,152088,2.29,1,CENTRAL,40,2018
6521,2232,9-Oct-18,1091185,5.49,1,CENTRAL,40,2018
6529,3655,9-Oct-18,277402,7.99,1,SOUTH,40,2018
6534,151,9-Oct-18,6346687,5.78,2,EAST,40,2018
6552,3889,9-Oct-18,6442971,2.69,1,SOUTH,40,2018
6568,2371,9-Oct-18,657612,11.18,2,WEST,40,2018
6578,2102,9-Oct-18,8493,0.5,1,SOUTH,40,2018
6581,984,9-Oct-18,95767,0.8,1,EAST,40,2018
6581,984,9-Oct-18,95757,1.6,2,EAST,40,2018
6581,984,9-Oct-18,3679186,2.79,1,EAST,40,2018
6583,3004,9-Oct-18,777980,1.67,1,SOUTH,40,2018
6584,2762,9-Oct-18,5049244,1.99,1,WEST,40,2018
6591,1647,9-Oct-18,8495,0.99,1,WEST,40,2018
6594,4879,9-Oct-18,513200,4.49,1,CENTRAL,40,2018
6602,3044,9-Oct-18,6083914,0.99,1,EAST,40,2018
6604,4005,9-Oct-18,6816101,1.29,1,WEST,40,2018
6613,3163,9-Oct-18,377730,14.4,3,SOUTH,40,2018
6620,4126,9-Oct-18,827897,3.29,1,CENTRAL,40,2018
6640,2435,10-Oct-18,6034161,2.99,1,WEST,40,2018
6640,2435,10-Oct-18,1432069,5.87,1,WEST,40,2018
6657,3246,10-Oct-18,96845,2.5,1,SOUTH,40,2018
6681,3186,10-Oct-18,8020,1.94,1,CENTRAL,40,2018
6688,4458,10-Oct-18,524758,2,1,SOUTH,40,2018
6688,4458,10-Oct-18,2775825,2.37,1,SOUTH,40,2018
6699,136,10-Oct-18,1045591,4.49,1,EAST,40,2018
6702,4878,10-Oct-18,100958,3.29,1,EAST,40,2018
6720,453,10-Oct-18,6442577,6.49,1,EAST,40,2018
6722,4453,10-Oct-18,3740397,0.9,1,SOUTH,40,2018
6722,4453,10-Oct-18,96939,2.51,1,SOUTH,40,2018
6731,3582,10-Oct-18,559574,1.79,1,SOUTH,40,2018
6743,2322,11-Oct-18,3775753,1.99,1,WEST,40,2018
6753,4171,11-Oct-18,5957141,2,1,EAST,40,2018
6754,3551,11-Oct-18,91893,1.59,1,SOUTH,40,2018
6755,159,11-Oct-18,452993,1,1,EAST,40,2018
6761,3672,11-Oct-18,513231,2.99,1,EAST,40,2018
6765,812,11-Oct-18,5612828,2.99,1,CENTRAL,40,2018
6771,2150,11-Oct-18,629530,3.49,1,EAST,40,2018
6779,117,11-Oct-18,5023281,2.99,1,EAST,40,2018
6811,2780,12-Oct-18,709798,2,1,WEST,40,2018
6811,2780,12-Oct-18,87560,1.5,1,WEST,40,2018
6823,4604,12-Oct-18,1007071,4.19,1,WEST,40,2018
6827,514,12-Oct-18,5771471,1.79,1,CENTRAL,40,2018
6827,514,12-Oct-18,1351185,7.39,1,CENTRAL,40,2018
6835,2435,12-Oct-18,8898,1.16,1,WEST,40,2018
6851,4037,11-Oct-18,5354435,12.99,1,EAST,40,2018
6861,779,11-Oct-18,1256548,2.99,1,CENTRAL,40,2018
6868,1990,11-Oct-18,4587936,18.99,1,CENTRAL,40,2018
6871,3977,10-Oct-18,84666,3.38,2,EAST,40,2018
6890,3004,11-Oct-18,777673,3.49,1,SOUTH,40,2018
6892,4724,12-Oct-18,979162,3.49,1,WEST,40,2018
6895,4457,12-Oct-18,102442,7.99,1,SOUTH,40,2018
6907,3496,12-Oct-18,98619,2,2,SOUTH,40,2018
6907,3496,12-Oct-18,98700,1.79,1,SOUTH,40,2018
6908,982,12-Oct-18,5693235,1.91,1,EAST,40,2018
6913,4745,12-Oct-18,89984,1.18,2,WEST,40,2018
6919,2320,12-Oct-18,9205,0.67,1,WEST,40,2018
6919,2320,12-Oct-18,89391,3.29,1,WEST,40,2018
6919,2320,12-Oct-18,87393,3.79,1,WEST,40,2018
6919,2320,12-Oct-18,143657,5.49,1,WEST,40,2018
6919,2320,12-Oct-18,1406837,9.33,1,WEST,40,2018
6928,789,12-Oct-18,6164208,4.29,1,CENTRAL,40,2018
6929,4606,12-Oct-18,5150354,2,8,WEST,40,2018
6931,3486,12-Oct-18,101609,1.29,1,SOUTH,40,2018
6936,2555,12-Oct-18,536249,2,2,WEST,40,2018
6952,2629,12-Oct-18,972127,3.5,1,WEST,40,2018
6953,2391,12-Oct-18,5826620,5.49,1,WEST,40,2018
6960,3014,12-Oct-18,472462,1.79,1,SOUTH,40,2018
6963,2004,12-Oct-18,2803710,3.99,1,EAST,40,2018
6964,2004,12-Oct-18,75317,3.99,1,EAST,40,2018
6969,1885,12-Oct-18,84775,2.98,2,SOUTH,40,2018
6973,1241,12-Oct-18,6057882,3.29,1,EAST,40,2018
6975,651,12-Oct-18,6770096,3.09,1,CENTRAL,40,2018
6980,3964,13-Oct-18,207090,1.99,1,WEST,40,2018
6980,3964,13-Oct-18,3967545,5.98,2,WEST,40,2018
6982,554,13-Oct-18,99967,2.29,1,CENTRAL,40,2018
6984,2433,13-Oct-18,1029636,5.99,1,WEST,40,2018
6991,4878,13-Oct-18,110691,3,1,EAST,40,2018
6998,1916,13-Oct-18,887664,1.69,1,WEST,40,2018
7001,2519,13-Oct-18,3704121,1.69,1,WEST,40,2018
7006,1554,13-Oct-18,176845,0.59,1,EAST,40,2018
7006,1554,13-Oct-18,2461985,0.99,1,EAST,40,2018
7008,992,13-Oct-18,5282782,3.79,1,EAST,40,2018
7012,3319,13-Oct-18,94747,2.59,1,EAST,40,2018
7014,3940,13-Oct-18,1363973,16.37,2,EAST,40,2018
7014,3940,13-Oct-18,4839942,21.99,1,EAST,40,2018
7019,3486,13-Oct-18,4933825,3.99,1,SOUTH,40,2018
7024,4453,12-Oct-18,6263646,0.99,1,SOUTH,40,2018
7025,1102,13-Oct-18,5289001,2.49,1,EAST,40,2018
7036,4126,12-Oct-18,550382,5.98,2,CENTRAL,40,2018
7045,139,13-Oct-18,143953,4,2,EAST,40,2018
7051,2066,13-Oct-18,6810217,1.79,1,CENTRAL,40,2018
7055,779,13-Oct-18,2652551,1,1,CENTRAL,40,2018
7064,605,13-Oct-18,2520905,1.79,1,CENTRAL,40,2018
7065,1245,13-Oct-18,365529,2,2,EAST,40,2018
7065,1245,13-Oct-18,5301723,2.34,1,EAST,40,2018
7074,1270,13-Oct-18,670073,3.99,1,CENTRAL,40,2018
7075,1270,13-Oct-18,455600,1.99,1,CENTRAL,40,2018
7078,1373,13-Oct-18,76826,1.25,1,EAST,40,2018
7083,4405,13-Oct-18,5625912,1,1,EAST,40,2018
7089,4974,13-Oct-18,5800276,2.99,1,CENTRAL,40,2018
7097,1631,13-Oct-18,6697571,1.97,1,WEST,40,2018
7097,1631,13-Oct-18,6394646,5.99,1,WEST,40,2018
7106,3840,13-Oct-18,103120,5.97,1,EAST,40,2018
7108,4987,13-Oct-18,135388,1.98,2,CENTRAL,40,2018
7108,4987,13-Oct-18,766872,2.49,1,CENTRAL,40,2018
7108,4987,13-Oct-18,5107299,20.94,2,CENTRAL,40,2018
7111,3358,13-Oct-18,8588,1.27,1,SOUTH,40,2018
7112,2607,13-Oct-18,85354,1,1,WEST,40,2018
7120,4146,13-Oct-18,5469566,1.5,1,WEST,40,2018
7121,4604,13-Oct-18,4141808,0.89,1,WEST,40,2018
7124,438,13-Oct-18,1088334,2.99,1,CENTRAL,40,2018
7126,3022,13-Oct-18,6642979,4.96,1,SOUTH,40,2018
7127,3022,13-Oct-18,4665195,4.39,1,SOUTH,40,2018
7130,2629,14-Oct-18,4042215,4.54,1,WEST,41,2018
7131,4745,14-Oct-18,96098,1.25,1,WEST,41,2018
7133,3889,14-Oct-18,93771,2,2,SOUTH,41,2018
7133,3889,14-Oct-18,2198861,2.99,1,SOUTH,41,2018
7135,3442,13-Oct-18,86118,1.49,1,SOUTH,40,2018
7135,3442,13-Oct-18,973216,2.19,1,SOUTH,40,2018
7137,2541,13-Oct-18,353428,0.98,2,WEST,40,2018
7154,1034,14-Oct-18,5132818,4,2,EAST,41,2018
7174,3358,14-Oct-18,6074766,2.99,1,SOUTH,41,2018
7175,2011,14-Oct-18,5171992,2.99,1,EAST,41,2018
7176,2319,14-Oct-18,6630441,5.99,1,WEST,41,2018
7182,1990,14-Oct-18,985569,3.99,1,CENTRAL,41,2018
7187,4214,14-Oct-18,312725,6.69,1,CENTRAL,41,2018
7195,4126,14-Oct-18,679448,2.29,1,CENTRAL,41,2018
7199,99,14-Oct-18,4336181,1.25,1,SOUTH,41,2018
7199,99,14-Oct-18,4889635,1.5,1,SOUTH,41,2018
7202,3603,14-Oct-18,3966226,5.11,1,SOUTH,41,2018
7204,4264,14-Oct-18,6376700,1,1,EAST,41,2018
7208,991,15-Oct-18,6050507,0.89,1,EAST,41,2018
7214,3467,15-Oct-18,6509310,5,2,SOUTH,41,2018
7216,2391,15-Oct-18,1431903,9.42,1,WEST,41,2018
7222,60,15-Oct-18,524768,2,1,EAST,41,2018
7222,60,15-Oct-18,328239,4.99,1,EAST,41,2018
7224,3582,15-Oct-18,788160,1,1,SOUTH,41,2018
7224,3582,15-Oct-18,789830,2.5,2,SOUTH,41,2018
7224,3582,15-Oct-18,3974208,2.89,1,SOUTH,41,2018
7225,1446,15-Oct-18,98774,1.69,1,SOUTH,41,2018
7227,2264,15-Oct-18,85837,0.59,1,SOUTH,41,2018
7228,3476,15-Oct-18,101328,3.29,1,SOUTH,41,2018
7229,1924,14-Oct-18,8473,1.18,2,SOUTH,41,2018
7229,1924,14-Oct-18,89816,4.49,1,SOUTH,41,2018
7236,2200,15-Oct-18,351684,2.49,1,WEST,41,2018
7238,1137,15-Oct-18,72144,2,2,EAST,41,2018
7239,2629,15-Oct-18,6041003,0.99,1,WEST,41,2018
7259,2512,14-Oct-18,453516,3,1,WEST,41,2018
7260,2512,14-Oct-18,4718686,5.96,2,WEST,41,2018
7265,1082,14-Oct-18,679856,1,1,EAST,41,2018
7265,1082,14-Oct-18,5685762,2.98,2,EAST,41,2018
7267,3467,14-Oct-18,4449219,2.75,1,SOUTH,41,2018
7269,4836,14-Oct-18,8492,2.09,1,SOUTH,41,2018
7269,4836,14-Oct-18,4452936,3.69,1,SOUTH,41,2018
7272,3895,14-Oct-18,100413,1.79,1,SOUTH,41,2018
7276,1195,14-Oct-18,8436,0.71,1,EAST,41,2018
7284,3030,14-Oct-18,84666,2.49,1,SOUTH,41,2018
7296,3784,14-Oct-18,3670161,2.5,1,CENTRAL,41,2018
7314,991,14-Oct-18,4734913,1.98,2,EAST,41,2018
7317,2435,15-Oct-18,96055,2.5,2,WEST,41,2018
7328,3893,15-Oct-18,494027,1.49,1,SOUTH,41,2018
7328,3893,15-Oct-18,6074766,1.99,1,SOUTH,41,2018
7336,1786,15-Oct-18,717125,5.99,1,WEST,41,2018
7354,3551,15-Oct-18,6119440,1.18,1,SOUTH,41,2018
7362,3811,15-Oct-18,4483955,2.07,1,SOUTH,41,2018
7387,1809,16-Oct-18,4664694,2.99,1,SOUTH,41,2018
7395,2453,16-Oct-18,4966721,0.6,1,WEST,41,2018
7405,815,16-Oct-18,6789991,2.5,1,CENTRAL,41,2018
7410,1399,16-Oct-18,8436,2.51,1,SOUTH,41,2018
7430,4778,16-Oct-18,1056905,0.99,1,WEST,41,2018
7437,2780,16-Oct-18,96136,1.29,1,WEST,41,2018
7438,2022,16-Oct-18,6910610,1.39,1,SOUTH,41,2018
7448,4604,16-Oct-18,86362,2.5,1,WEST,41,2018
7450,4414,16-Oct-18,84910,3.79,1,CENTRAL,41,2018
7462,2371,15-Oct-18,953649,4.99,1,WEST,41,2018
7465,4453,16-Oct-18,8494,1.87,1,SOUTH,41,2018
7473,4366,16-Oct-18,5625316,19.99,1,CENTRAL,41,2018
7478,2391,16-Oct-18,1066028,1,1,WEST,41,2018
7507,692,16-Oct-18,5508291,4.49,1,CENTRAL,41,2018
7508,4766,16-Oct-18,207107,2.69,1,WEST,41,2018
7508,4766,16-Oct-18,87325,2.99,1,WEST,41,2018
7516,159,16-Oct-18,191507,2,2,EAST,41,2018
7542,1261,17-Oct-18,546171,9.69,2,CENTRAL,41,2018
7546,2453,17-Oct-18,6287197,4.99,1,WEST,41,2018
7548,764,17-Oct-18,273473,2.79,1,CENTRAL,41,2018
7548,764,17-Oct-18,147026,2.99,1,CENTRAL,41,2018
7553,3186,17-Oct-18,88715,1.19,1,CENTRAL,41,2018
7558,3030,17-Oct-18,6361151,1.49,1,SOUTH,41,2018
7563,210,17-Oct-18,6782041,12.49,1,EAST,41,2018
7565,1647,17-Oct-18,98194,3.19,1,WEST,41,2018
7577,1120,17-Oct-18,6426452,1,1,EAST,41,2018
7582,3820,17-Oct-18,3808640,1.67,1,CENTRAL,41,2018
7590,3800,17-Oct-18,94919,1,1,CENTRAL,41,2018
7602,991,17-Oct-18,5665468,2.99,1,EAST,41,2018
7619,4005,17-Oct-18,33365,3.25,1,WEST,41,2018
7622,4293,17-Oct-18,441635,3.99,1,SOUTH,41,2018
7624,1990,17-Oct-18,99309,1.18,2,CENTRAL,41,2018
7625,3267,17-Oct-18,1398838,4.43,1,SOUTH,41,2018
7630,3247,17-Oct-18,74266,5.99,1,SOUTH,41,2018
7631,4017,17-Oct-18,6489975,5.99,1,WEST,41,2018
7637,4568,17-Oct-18,6052838,3.49,1,EAST,41,2018
7670,632,18-Oct-18,1376595,1.81,1,CENTRAL,41,2018
7670,632,18-Oct-18,84759,1.89,1,CENTRAL,41,2018
7692,3969,18-Oct-18,3974347,5,2,SOUTH,41,2018
7698,4458,18-Oct-18,5326916,6.99,1,SOUTH,41,2018
7713,117,19-Oct-18,5320867,6,6,EAST,41,2018
7720,2150,19-Oct-18,5205153,2.99,1,EAST,41,2018
7720,2150,19-Oct-18,1372660,6.11,1,EAST,41,2018
7720,2150,19-Oct-18,2572720,8.99,1,EAST,41,2018
7723,4987,19-Oct-18,4249706,9.54,6,CENTRAL,41,2018
7726,3496,19-Oct-18,98619,2,2,SOUTH,41,2018
7727,60,19-Oct-18,4859414,7.38,2,EAST,41,2018
7733,4159,19-Oct-18,98219,2.99,1,SOUTH,41,2018
7752,4725,18-Oct-18,8436,1.99,1,CENTRAL,41,2018
7752,4725,18-Oct-18,5714376,4.99,1,CENTRAL,41,2018
7771,2607,18-Oct-18,1090548,1.99,1,WEST,41,2018
7779,1545,18-Oct-18,86384,1,1,WEST,41,2018
7779,1545,18-Oct-18,6791742,4.69,1,WEST,41,2018
7782,1265,18-Oct-18,1113019,2,5,EAST,41,2018
7782,1265,18-Oct-18,4119614,2,2,EAST,41,2018
7782,1265,18-Oct-18,277417,2.29,1,EAST,41,2018
7782,1265,18-Oct-18,1339757,7.76,1,EAST,41,2018
7784,1205,18-Oct-18,4466653,1.52,1,EAST,41,2018
7789,3022,18-Oct-18,5389199,2.99,1,SOUTH,41,2018
7796,1437,18-Oct-18,2267712,0.98,1,WEST,41,2018
7804,2189,19-Oct-18,97461,4.79,1,EAST,41,2018
7810,1241,19-Oct-18,1460305,2,2,EAST,41,2018
7810,1241,19-Oct-18,6495230,1.99,1,EAST,41,2018
7810,1241,19-Oct-18,6745773,2.5,1,EAST,41,2018
7811,3014,19-Oct-18,8487,3.16,4,SOUTH,41,2018
7816,172,19-Oct-18,84666,1.49,1,EAST,41,2018
7834,1647,19-Oct-18,85676,6.98,2,WEST,41,2018
7837,1600,19-Oct-18,1165701,8.99,1,WEST,41,2018
7841,4857,19-Oct-18,5500999,1,1,CENTRAL,41,2018
7842,3247,19-Oct-18,84759,1.99,1,SOUTH,41,2018
7842,3247,19-Oct-18,5372103,2.69,1,SOUTH,41,2018
7849,54,19-Oct-18,784032,3.19,1,EAST,41,2018
7850,2004,19-Oct-18,764974,2.99,1,EAST,41,2018
7855,2507,19-Oct-18,5009996,2.98,2,WEST,41,2018
7856,1448,19-Oct-18,5283371,3,3,SOUTH,41,2018
7857,3214,19-Oct-18,420616,2.64,1,SOUTH,41,2018
7865,2345,20-Oct-18,6097838,3.99,1,WEST,41,2018
7876,3820,20-Oct-18,1386204,11.43,1,CENTRAL,41,2018
7881,401,20-Oct-18,959525,2.99,1,CENTRAL,41,2018
7887,2745,20-Oct-18,4141182,1.79,1,WEST,41,2018
7890,2436,20-Oct-18,4762666,4,2,WEST,41,2018
7890,2436,20-Oct-18,5982860,9.08,2,WEST,41,2018
7900,1492,20-Oct-18,6828786,9.99,1,EAST,41,2018
7902,2178,20-Oct-18,6709963,0,1,SOUTH,41,2018
7905,139,20-Oct-18,85799,2.29,1,EAST,41,2018
7906,1661,20-Oct-18,6067888,4,1,EAST,41,2018
7908,2320,20-Oct-18,6911558,16.47,3,WEST,41,2018
7909,2379,20-Oct-18,891905,1.98,2,WEST,41,2018
7910,4745,20-Oct-18,93161,2.5,1,WEST,41,2018
7920,1251,19-Oct-18,74266,6.99,1,EAST,41,2018
7921,1251,19-Oct-18,5346898,6.99,1,EAST,41,2018
7921,1251,19-Oct-18,5289970,8.79,1,EAST,41,2018
7925,4414,19-Oct-18,96259,3.57,3,CENTRAL,41,2018
